Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP, in $ Mn ,Employment (in 000),as % of sector GDP,as % of sector employment
Pakistan,PAK,_All,314588.2105,"Additional impact under Shorter containment, smaller demand shock",-1.97," 6,193.83 ",1151,-1.97,-1.95
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.19, 10.48 ,3,-1.68,-1.65
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.99, 54.77 ,2,-1.77,-1.75
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.01, 0.56 ,0,-0.14,-0.60
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.25, 14.02 ,1,-1.48,-1.57
Fiji,FIJ,Transport services,5536.759659,"Additional impact under Shorter containment, smaller demand shock",-0.04, 2.45 ,0,-0.53,-0.63
Fiji,FIJ,_All,5536.759659,"Additional impact under Shorter containment, smaller demand shock",-1.49, 82.28 ,5,-1.49,-1.61
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.29, 52.40 ,30,-1.18,-1.46
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.66, 118.50 ,17,-1.62,-1.60
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.09, 15.66 ,2,-1.87,-1.87
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.24, 43.09 ,8,-0.85,-1.28
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Additional impact under Shorter containment, smaller demand shock",-0.02, 3.22 ,1,-1.16,-1.22
Lao People's Democratic Republic,LAO,_All,17953.78642,"Additional impact under Shorter containment, smaller demand shock",-1.30, 232.87 ,59,-1.30,-1.47
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.25, 34.05 ,1,-0.55,-1.40
Brunei Darussalam,BRU,"Business, Trade, Personal, and Public Services",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.49, 65.85 ,1,-1.47,-1.41
Brunei Darussalam,BRU,Hotel and restaurants and Other Personal Services,13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.02, 3.18 ,0,-1.18,-1.19
Brunei Darussalam,BRU,"Light/Heavy Manufacturing, Utilities, and Construction",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.11, 14.45 ,0,-0.62,-1.25
Brunei Darussalam,BRU,Transport services,13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.01, 0.68 ,0,-0.30,-0.38
Brunei Darussalam,BRU,_All,13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.87, 118.20 ,3,-0.87,-1.35
Bhutan,BHU,"Agriculture, Mining and Quarrying",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.37, 9.27 ,5,-1.61,-1.73
Bhutan,BHU,"Business, Trade, Personal, and Public Services",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.48, 12.08 ,2,-1.66,-1.60
Bhutan,BHU,Hotel and restaurants and Other Personal Services,2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.02, 0.42 ,0,-0.62,-0.99
Bhutan,BHU,"Light/Heavy Manufacturing, Utilities, and Construction",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.53, 13.53 ,1,-1.39,-1.59
Bhutan,BHU,Transport services,2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.10, 2.64 ,0,-1.38,-1.29
Bhutan,BHU,_All,2534.965163,"Additional impact under Shorter containment, smaller demand shock",-1.50, 37.94 ,8,-1.50,-1.65
Kyrgyz Republic,KGZ,"Agriculture, Mining and Quarrying",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.24, 19.26 ,21,-1.47,-1.52
Kyrgyz Republic,KGZ,"Business, Trade, Personal, and Public Services",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.84, 68.05 ,13,-1.74,-1.71
Kyrgyz Republic,KGZ,Hotel and restaurants and Other Personal Services,8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.08, 6.36 ,1,-2.01,-2.02
Kyrgyz Republic,KGZ,"Light/Heavy Manufacturing, Utilities, and Construction",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.34, 27.84 ,6,-1.28,-1.33
Kyrgyz Republic,KGZ,Transport services,8092.836609,"Additional impact under Shorter containment, smaller demand shock",-0.06, 4.97 ,1,-1.32,-1.32
Kyrgyz Republic,KGZ,_All,8092.836609,"Additional impact under Shorter containment, smaller demand shock",-1.56, 126.47 ,42,-1.56,-1.55
Cambodia,CAM,"Agriculture, Mining and Quarrying",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.37, 89.84 ,75,-1.43,-1.42
Cambodia,CAM,"Business, Trade, Personal, and Public Services",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.37, 90.95 ,40,-1.34,-1.42
Cambodia,CAM,Hotel and restaurants and Other Personal Services,24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.09, 21.46 ,3,-1.08,-1.27
Cambodia,CAM,"Light/Heavy Manufacturing, Utilities, and Construction",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.35, 84.77 ,20,-1.05,-1.35
Cambodia,CAM,Transport services,24542.47406,"Additional impact under Shorter containment, smaller demand shock",-0.06, 14.67 ,0,-1.03,-1.03
Cambodia,CAM,_All,24542.47406,"Additional impact under Shorter containment, smaller demand shock",-1.23, 301.70 ,138,-1.23,-1.41
Maldives,MLD,"Agriculture, Mining and Quarrying",5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.02, 1.25 ,1,-0.93,-0.93
Maldives,MLD,"Business, Trade, Personal, and Public Services",5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.47, 25.06 ,1,-1.43,-1.41
Maldives,MLD,Hotel and restaurants and Other Personal Services,5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.03, 1.76 ,0,-0.15,-0.30
Maldives,MLD,"Light/Heavy Manufacturing, Utilities, and Construction",5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.59, 31.55 ,0,-1.58,-1.50
Maldives,MLD,Transport services,5327.45715,"Additional impact under Shorter containment, smaller demand shock",-0.03, 1.58 ,0,-0.60,-0.57
Maldives,MLD,_All,5327.45715,"Additional impact under Shorter containment, smaller demand shock",-1.15, 61.20 ,2,-1.15,-1.12
Nepal,NEP,"Agriculture, Mining and Quarrying",29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.52, 152.45 ,165,-1.71,-1.71
Nepal,NEP,"Business, Trade, Personal, and Public Services",29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.78, 227.82 ,100,-1.82,-1.79
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.07, 20.96 ,8,-1.53,-1.58
Nepal,NEP,"Light/Heavy Manufacturing, Utilities, and Construction",29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.25, 73.65 ,51,-1.75,-1.73
Nepal,NEP,Transport services,29040.39898,"Additional impact under Shorter containment, smaller demand shock",-0.12, 34.43 ,5,-1.72,-1.21
Nepal,NEP,_All,29040.39898,"Additional impact under Shorter containment, smaller demand shock",-1.75, 509.30 ,329,-1.75,-1.72
Singapore,SIN,"Agriculture, Mining and Quarrying",364156.6578,"Additional impact under Shorter containment, smaller demand shock",0.00, 0.98 ,0,-1.08,-1.08
Singapore,SIN,"Business, Trade, Personal, and Public Services",364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.53," 1,918.99 ",23,-0.85,-0.87
Singapore,SIN,Hotel and restaurants and Other Personal Services,364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.10, 355.02 ,8,-1.96,-1.91
Singapore,SIN,"Light/Heavy Manufacturing, Utilities, and Construction",364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.16, 565.35 ,5,-0.59,-0.70
Singapore,SIN,Transport services,364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.03, 113.64 ,2,-0.45,-0.45
Singapore,SIN,_All,364156.6578,"Additional impact under Shorter containment, smaller demand shock",-0.81," 2,953.98 ",38,-0.81,-0.91
"Hong Kong, China",HKG,"Agriculture, Mining and Quarrying",362682.0182,"Additional impact under Shorter containment, smaller demand shock",0.00, 3.38 ,0,-1.37,-1.37
"Hong Kong, China",HKG,"Business, Trade, Personal, and Public Services",362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.84," 3,050.34 ",28,-1.05,-1.16
"Hong Kong, China",HKG,Hotel and restaurants and Other Personal Services,362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.11, 385.62 ,15,-1.52,-1.64
"Hong Kong, China",HKG,"Light/Heavy Manufacturing, Utilities, and Construction",362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.12, 442.82 ,9,-1.62,-1.55
"Hong Kong, China",HKG,Transport services,362682.0182,"Additional impact under Shorter containment, smaller demand shock",-0.03, 126.74 ,2,-0.62,-0.61
"Hong Kong, China",HKG,_All,362682.0182,"Additional impact under Shorter containment, smaller demand shock",-1.11," 4,008.90 ",54,-1.11,-1.28
Australia,AUS,"Agriculture, Mining and Quarrying",1433904.349,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Australia,AUS,"Business, Trade, Personal, and Public Services",1433904.349,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Australia,AUS,Hotel and restaurants and Other Personal Services,1433904.349,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Australia,AUS,"Light/Heavy Manufacturing, Utilities, and Construction",1433904.349,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Australia,AUS,Transport services,1433904.349,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Australia,AUS,_All,1433904.349,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Austria,AUT,"Agriculture, Mining and Quarrying",455285.818,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Austria,AUT,"Business, Trade, Personal, and Public Services",455285.818,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Austria,AUT,Hotel and restaurants and Other Personal Services,455285.818,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Austria,AUT,"Light/Heavy Manufacturing, Utilities, and Construction",455285.818,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Austria,AUT,Transport services,455285.818,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Austria,AUT,_All,455285.818,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Belgium,BEL,"Agriculture, Mining and Quarrying",542761.0921,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Belgium,BEL,"Business, Trade, Personal, and Public Services",542761.0921,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Belgium,BEL,Hotel and restaurants and Other Personal Services,542761.0921,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Belgium,BEL,"Light/Heavy Manufacturing, Utilities, and Construction",542761.0921,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Belgium,BEL,Transport services,542761.0921,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Belgium,BEL,_All,542761.0921,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bulgaria,BGR,"Agriculture, Mining and Quarrying",65132.95112,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bulgaria,BGR,"Business, Trade, Personal, and Public Services",65132.95112,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bulgaria,BGR,Hotel and restaurants and Other Personal Services,65132.95112,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bulgaria,BGR,"Light/Heavy Manufacturing, Utilities, and Construction",65132.95112,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bulgaria,BGR,Transport services,65132.95112,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Bulgaria,BGR,_All,65132.95112,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Brazil,BRA,"Agriculture, Mining and Quarrying",1868626.088,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Brazil,BRA,"Business, Trade, Personal, and Public Services",1868626.088,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Brazil,BRA,Hotel and restaurants and Other Personal Services,1868626.088,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
Brazil,BRA,"Light/Heavy Manufacturing, Utilities, and Construction",1868626.088,"Additional impact under Longer containment, larger demand shock",na, na ,na,na,na
